Source_File,phone,minTime,maxTime,Preceding Token,Following Token,isWordInitial,Containing Word,Phones Per Second,K,G,B,P,D,T,ʈ,k,g,b,p,d,t,tsʰ,pʲ,tɕʰ,tɕ,ʈʂ,tʰ,kʰ,ʈʂʰ,pʷ,tʷ,ts,pʰ,kʷ,tʲ,tɕʷ
F94C_man_isolated.csv,kʷ,631.39415,631.53415,,o˥˩,True,"Interval(631.39415, 631.73415, 会)",8.261390392004273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,637.88496,637.93496,,u˥˩,True,"Interval(637.88496, 637.99496, 不)",2.6300562832044023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʷ,642.19832,642.26832,o˨˩˦,e˧˥,True,"Interval(642.19832, 642.35832, 觉得)",12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,642.29832,642.32832,e˧˥,ə˧,False,"Interval(642.19832, 642.35832, 觉得)",12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,642.35832,642.40832,ə˧,u˧˥,True,"Interval(642.35832, 642.70832, 同学)",13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,642.70832,642.80832,e˧˥,ʐ̩˥,True,"Interval(642.70832, 643.21832, 之间)",13.698630136987028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,642.83832,642.86832,ʐ̩˥,e˥,False,"Interval(642.70832, 643.21832, 之间)",13.013698630137675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,643.64832,643.83832,aw˨˩˦,y˥˩,True,"Interval(643.64832, 643.94832, 去)",7.692307692308573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,643.97832,644.08832,,a˨˩˦,True,"Interval(643.97832, 644.36832, 讲)",9.278350515463657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,645.23832,645.29832,,aj˥˩,True,"Interval(645.23832, 645.49832, 泰安)",8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tsʰ,657.25274,657.40274,ow˨˩˦,a˥,True,"Interval(657.25274, 657.53274, 参加)",16.513761467889427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,657.47274,657.50274,n,a˥,False,"Interval(657.25274, 657.53274, 参加)",17.171717171717013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,657.53274,657.68274,a˥,w,True,"Interval(657.53274, 657.74274, 过)",17.977528089887915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tsʰ,659.78251,659.94251,ow˨˩˦,a˥,True,"Interval(659.78251, 660.08251, 参加)",13.714092812761471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,660.02251,660.05251,n,a˥,False,"Interval(659.78251, 660.08251, 参加)",12.745098039215913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,660.08251,660.21251,a˥,w,True,"Interval(660.08251, 660.32251, 过)",14.318284449242237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,661.99911,662.05911,,a˥˩,True,"Interval(661.99911, 662.12911, 但)",18.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʲ,662.44911,662.47911,a˥˩,e˥,False,"Interval(662.37911, 662.61911, 那边)",12.499999999999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,663.06911,663.13911,ej˥˩,ə˩,False,"Interval(662.88911, 663.55911, 那个)",10.526315789472761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,664.12911,664.15911,,i˥,True,"Interval(664.12911, 664.18911, j)",12.222222222220987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,664.21911,664.29911,,aw˥˩,True,"Interval(664.21911, 664.40911, 叫)",13.333333333331986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,664.71911,664.81911,ə˧,u˨˩˦,True,"Interval(664.71911, 665.35911, 普通话)",13.740458015266556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,664.84911,664.89911,u˨˩˦,u˥,False,"Interval(664.71911, 665.35911, 普通话)",12.92517006802697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,665.35911,665.43911,a˥˩,ə,True,"Interval(665.35911, 665.50911, 的)",9.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,665.69911,665.74911,a˥˩,u˨˩˦,False,"Interval(665.50911, 666.17911, 那种)",7.518796992480971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tsʰ,666.34911,666.51911,,o˥˩,True,"Interval(666.34911, 667.40911, 测试)",5.26315789473668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,667.97827,668.06827,,ə,True,"Interval(667.97827, 668.10827, 的)",8.462527926341139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,668.26827,668.32827,ej˥˩,ə˩,False,"Interval(668.10827, 668.42827, 那个)",9.927951438133746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʷ,668.76827,669.00827,,e˧˥,True,"Interval(668.76827, 669.33827, 全国)",17.2413793103453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,669.15827,669.20827,n,w,False,"Interval(668.76827, 669.33827, 全国)",14.655172413793506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,669.33827,669.37827,o˧˥,ə,True,"Interval(669.33827, 669.44827, 的)",14.393939393940089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,669.53827,669.56827,a˥˩,u˨˩˦,False,"Interval(669.44827, 669.64827, 那种)",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,669.64827,669.73827,ŋ,u˨˩˦,True,"Interval(669.64827, 670.09827, 普通话)",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,669.76827,669.79827,u˨˩˦,u˥,False,"Interval(669.64827, 670.09827, 普通话)",14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tsʰ,670.09827,670.22827,a˥˩,o˥˩,True,"Interval(670.09827, 670.54827, 测试)",11.811707486538001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,kʰ,671.80084,671.95083,ow˥˩,aw˨˩˦,True,"Interval(671.80084, 672.00084, 考)",18.181404968067696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,672.03084,672.06083,,w,True,"Interval(672.03084, 672.23083, 过)",9.523809523809163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,673.64084,673.87083,ɻ,i˧˥,False,"Interval(673.41084, 674.10083, 二级)",13.194536073167486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,674.13084,674.27084,,a˨˩˦,True,"Interval(674.13084, 674.68084, 甲等)",9.027840471114596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,674.40084,674.48083,a˨˩˦,o˨˩˦,False,"Interval(674.13084, 674.68084, 甲等)",9.523874312070546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,675.27084,675.30084,ə˧,u˥,True,"Interval(675.27084, 675.67084, 东西)",12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,675.67084,675.81083,i˥,y˥˩,True,"Interval(675.67084, 676.00084, 具体)",15.753424657533854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʲ,675.85083,675.96083,y˥˩,i˨˩˦,False,"Interval(675.67084, 676.00084, 具体)",15.068493150684557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,676.16084,676.19083,o˨˩˦,u˥˩,True,"Interval(676.16084, 676.26084, 不)",10.457771518607714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,676.30084,676.43084,,i˥˩,True,"Interval(676.30084, 676.53084, 记得)",9.760586750700533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,676.46083,676.50084,i˥˩,ə˩,False,"Interval(676.30084, 676.53084, 记得)",9.063401982793353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,679.48,679.52,,w,True,"Interval(679.48, 679.58, 对)",14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,679.85,679.97,e˨˩˦,u˥˩,True,"Interval(679.85, 680.0, 不)",10.891089108912215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,680.0,680.09,u˥˩,u˨˩˦,True,"Interval(680.0, 680.31, 懂)",12.359550561799521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,681.04789,681.11789,e˨˩˦,u˥˩,True,"Interval(681.04789, 681.14789, 不)",14.23208980449052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,681.14789,681.20789,u˥˩,u˨˩˦,True,"Interval(681.14789, 681.40789, 懂)",15.686274509807697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,682.11789,682.23789,i˥,i˧˥,False,"Interval(682.04789, 682.28789, 一级)",12.500000000001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,682.67789,682.85789,ɻ,i˧˥,False,"Interval(682.44789, 682.90789, 二级)",11.805555555555108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,kʰ,682.90789,683.02789,i˧˥,o˨˩˦,True,"Interval(682.90789, 683.43789, 可能)",11.11111111111069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,683.49789,683.55789,,a˥˩,True,"Interval(683.49789, 683.89789, 大概)",11.11111111111069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,683.68789,683.74789,a˥˩,aj˥˩,False,"Interval(683.49789, 683.89789, 大概)",11.805555555555108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,684.22789,684.27789,ej˥˩,ə,True,"Interval(684.22789, 684.35789, 的)",11.678832116788282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,684.35789,684.46789,ə,ow˥˩,True,"Interval(684.35789, 684.77789, 就是)",11.678832116788282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,685.13789,685.30789,ɻ,i˧˥,False,"Interval(684.90789, 685.37789, 二级)",10.769230769231147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,p,685.37789,685.46789,i˧˥,a˥,True,"Interval(685.37789, 685.64789, 吧)",10.810810810811786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,685.77789,685.81789,ŋ,aj˥,False,"Interval(685.71789, 685.97789, 应该)",14.51612903225929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,686.47789,686.50789,u˧˥,w,False,"Interval(686.38789, 686.57789, 如果)",19.847328244275637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,686.73789,686.84789,ʐ̩˩,w,True,"Interval(686.73789, 687.09789, 专业)",20.45454545454644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,687.09789,687.12789,e˥˩,ə,True,"Interval(687.09789, 687.33789, 的话)",17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,kʰ,687.33789,687.44789,a˥˩,o˨˩˦,True,"Interval(687.33789, 687.61789, 可能)",17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,688.04789,688.07789,ʐ̩˥˩,u˥˩,True,"Interval(688.04789, 688.18789, 不是)",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,688.32789,688.45789,i˥,i˧˥,False,"Interval(688.18789, 688.50789, 一级)",14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,688.50789,688.63789,i˧˥,y˥˩,True,"Interval(688.50789, 688.76789, 具体)",14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʲ,688.66789,688.73789,y˥˩,i˨˩˦,False,"Interval(688.50789, 688.76789, 具体)",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,688.76789,688.82789,i˨˩˦,u˥˩,True,"Interval(688.76789, 688.85789, 不)",14.814814814814564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,688.85789,688.96789,u˥˩,aj˥˩,True,"Interval(688.85789, 688.99789, 太)",12.912438476027505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,689.21789,689.28789,aw˨˩˦,e˨˩˦,False,"Interval(688.99789, 689.42789, 了解)",13.31203407880638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,692.42948,692.52948,,ow˥˩,True,"Interval(692.42948, 692.55948, 就)",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,692.55948,692.58947,ow˥˩,a˥˩,True,"Interval(692.55948, 692.83947, 当时)",8.510698657437327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,693.02948,693.11947,ʐ̩˥˩,aj˥˩,True,"Interval(693.02948, 693.33947, 在)",13.636518596801915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,694.30948,694.38947,,u˥,True,"Interval(694.30948, 694.88947, 中专)",13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,694.57948,694.64947,ŋ,w,False,"Interval(694.30948, 694.88947, 中专)",8.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,p,695.29948,695.34947,n,a˥,True,"Interval(695.29948, 695.76947, 吧)",9.790209790210133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,695.83947,695.93948,,ow˥˩,True,"Interval(695.83947, 695.96947, 就)",11.428653061808491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʲ,695.96947,696.06948,ow˥˩,i˥˩,True,"Interval(695.96947, 696.14947, 必)",11.428653061808491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʲ,696.60947,696.69948,ʐ̩˥˩,i˥˩,True,"Interval(696.60947, 696.87947, 必须)",12.925257994952885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,kʰ,697.00947,697.29948,aw˨˩˦,aw˨˩˦,True,"Interval(697.00947, 697.34947, 考)",13.274336283185894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,697.34947,697.42948,aw˨˩˦,ə,True,"Interval(697.34947, 697.67948, 的)",9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,698.34947,698.46947,i˥,ə,True,"Interval(698.34947, 698.64947, 个)",8.196586941197841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,698.99947,699.05948,,w,True,"Interval(698.99947, 699.14947, 对)",5.279440801630628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,705.28115,705.37115,,a˥,True,"Interval(705.28115, 705.55115, 他们)",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,705.70115,705.74115,ej˥˩,ə˩,False,"Interval(705.55115, 705.84115, 那个)",13.385826771653734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,705.84115,706.00115,ə˩,i˥˩,True,"Interval(705.84115, 706.44115, 计算机)",18.320610687023663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,706.29115,706.37115,n,i˥,False,"Interval(705.84115, 706.44115, 计算机)",16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,707.05115,707.16115,i˥,aw˥˩,True,"Interval(707.05115, 707.25115, 套)",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,707.48115,707.62115,i˥˩,u˨˩˦,False,"Interval(707.25115, 707.97115, 系统)",10.608672589842813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,708.63787,708.73787,,ow˥˩,True,"Interval(708.63787, 708.76787, 就)",6.000384024577968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʲ,709.65787,709.77787,,i˧˥,True,"Interval(709.65787, 710.09787, 提前)",8.633093525179941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,709.82786,709.90787,i˧˥,e˧˥,False,"Interval(709.65787, 710.09787, 提前)",7.913669064748279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,711.00787,711.13787,ow˥˩,y˥˩,True,"Interval(711.00787, 711.19786, 去)",13.138686131386818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,711.32786,711.39787,,u˧˥,True,"Interval(711.32786, 711.53787, 读)",11.678832116788282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,713.23787,713.32786,i˥,w,True,"Interval(713.23787, 713.49787, 段)",9.649122807016697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,713.89787,713.93786,o˥˩,o˨˩˦,False,"Interval(713.75787, 714.01787, 或者)",13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,714.10787,714.14787,ʐ̩˥˩,ə˨˩˦,True,"Interval(714.10787, 714.27787, 怎么)",13.453613357313236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,714.53787,714.64787,ŋ,z̩˩,False,"Interval(714.27787, 714.80786, 样子)",16.483697623050922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,717.67909,717.78909,,y˥˩,True,"Interval(717.67909, 718.02909, 具体)",10.989010989010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʲ,717.83909,717.99909,y˥˩,i˨˩˦,False,"Interval(717.67909, 718.02909, 具体)",12.345679012344778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,718.09909,718.20909,e˨˩˦,u˥˩,True,"Interval(718.09909, 718.23909, 不)",13.829787234041751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,718.23909,718.26909,u˥˩,aj˥˩,True,"Interval(718.23909, 718.40909, 太)",11.023622047244253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,718.63909,718.75909,,i˥˩,True,"Interval(718.63909, 718.78909, 记)",15.126050420167374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʷ,718.78909,718.84909,i˥˩,u˥˩,True,"Interval(718.78909, 718.87909, 不)",14.678899082566847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʰ,718.87909,719.03909,u˥˩,aj˥˩,True,"Interval(718.87909, 719.09909, 太)",15.596330275227276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,719.09909,719.27909,aj˥˩,i˥,True,"Interval(719.09909, 719.33909, 清)",15.09433962263905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,719.57909,719.65909,,ow˥˩,True,"Interval(719.57909, 719.87909, 就是)",13.178294573641459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,720.20909,720.46909,i˨˩˦,z̩˥˩,True,"Interval(720.20909, 720.65909, 自己)",13.740458015265363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,720.49909,720.52909,z̩˥˩,i˨˩˦,False,"Interval(720.20909, 720.65909, 自己)",9.92907801418382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,720.65909,720.78909,i˨˩˦,y˥˩,True,"Interval(720.65909, 720.89909, 去)",10.416666666666272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,720.95909,721.09909,,a˨˩˦,True,"Interval(720.95909, 721.27909, 讲)",8.510638297871846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,721.37909,721.45909,i˥,ə,True,"Interval(721.37909, 721.67909, 个)",7.092198581559872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʲ,722.88909,723.06909,n,i˧˥,False,"Interval(722.69909, 723.14909, 问题)",12.69841269841279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,723.42909,723.49909,ej˧˥,a˧˥,False,"Interval(723.35909, 723.72909, 回答)",12.094557449146638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,730.45823,730.54823,ŋ,ow˥˩,True,"Interval(730.45823, 731.23823, 就是说)",7.482993197278772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tʷ,731.78823,731.95823,n,u˨˩˦,True,"Interval(731.78823, 732.44823, 吐字)",6.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,732.07823,732.18823,u˨˩˦,z̩˥˩,False,"Interval(731.78823, 732.44823, 吐字)",5.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,733.18823,733.23823,ej˥˩,ə˩,False,"Interval(733.03823, 733.28823, 那个)",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,733.64823,733.76823,n,j,False,"Interval(733.28823, 734.20823, 音调)",8.219178082192217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,734.24823,734.29823,,ə,True,"Interval(734.24823, 734.33823, 的)",6.164383561644162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,734.60823,734.71823,ej˥˩,ə˩,False,"Interval(734.33823, 735.06823, 那个)",4.1095890410961085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,736.03823,736.10823,,w,True,"Interval(736.03823, 736.16823, 对)",25.714285714284046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,736.16823,736.19823,ej˥˩,w,True,"Interval(736.16823, 736.25823, 对)",24.99999999999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,736.25823,736.28823,ej˥˩,w,True,"Interval(736.25823, 736.37823, 对)",22.807017543857647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,736.77823,736.85823,,ow˥˩,True,"Interval(736.77823, 736.95823, 就是)",17.272727272726915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,736.95823,737.07823,ʐ̩˥˩,a˨˩˦,True,"Interval(736.95823, 737.21823, 讲)",16.363636363636026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,737.21823,737.25823,ŋ,ə,True,"Interval(737.21823, 737.36823, 得)",12.60504201680735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂʰ,737.56823,737.66823,ej˥,a˧˥,False,"Interval(737.36823, 737.82823, 非常)",12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,737.82823,737.86823,ŋ,ə,True,"Interval(737.82823, 737.91823, 地)",10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,pʲ,738.45823,738.56823,n,i˥˩,True,"Interval(738.45823, 738.75823, 必须)",10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,739.10823,739.30823,n,i˥,True,"Interval(739.10823, 739.75823, 清楚)",12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂʰ,739.49823,739.68823,ŋ,u˨˩˦,False,"Interval(739.10823, 739.75823, 清楚)",12.587412587413027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,739.75823,739.82823,u˨˩˦,ə,True,"Interval(739.75823, 739.88823, 的)",11.18881118881158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ʈʂ,739.98823,740.09823,a˥˩,u˨˩˦,False,"Interval(739.88823, 740.21823, 那种)",11.888111888112304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,740.52823,740.56823,i˥,ə,True,"Interval(740.52823, 740.61823, 个)",13.286713286713752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,740.61823,740.73823,ə,z̩˥˩,True,"Interval(740.61823, 740.86823, 字)",13.286713286713752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,k,740.94823,740.99823,i˥,ə,True,"Interval(740.94823, 741.04823, 个)",11.18881118881158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,ts,741.04823,741.10823,ə,z̩˥˩,True,"Interval(741.04823, 741.24823, 字)",11.099010107035541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕʰ,741.24823,741.32823,z̩˥˩,y˥˩,True,"Interval(741.24823, 741.40823, 去)",9.017945711966378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,tɕ,741.40823,741.51823,y˥˩,a˨˩˦,True,"Interval(741.40823, 741.76823, 讲)",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94C_man_isolated.csv,t,742.66167,742.75167,,w,True,"Interval(742.66167, 742.82167, 对)",14.970900312518465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
